Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
C,"Rostamiasl, V; Jrade, A",,"Desjardins, S; Poitras, GJ; Nik-Bakht, M",,"Rostamiasl, Vafa; Jrade, Ahmad",,,"Integrating Building Information Modeling (BIM), Universal Design (UD) Standards, and Age-In-Place Requirements at the Conceptual Design Stage of Houses","PROCEEDINGS OF THE CANADIAN SOCIETY FOR CIVIL ENGINEERING ANNUAL CONFERENCE 2023, VOL 5, CSCE 2023",Lecture Notes in Civil Engineering,,,,,,,,,Building information modeling (BIM); Universal design; Accessible design; Aging in place; Computer integration and automation,ISSUES,"With the rapid growth of the aging population in Canada, designers and planners encounter new challenges that significantly affect the design of houses. This demographic shift will change the demand for housing toward more adaptable and specialized houses, which will force the Architecture/Engineering/Construction (AEC) industry to look for new design solutions. Universal Design aims to accommodate the range of human diversity, regardless of age, ability, and health conditions, which is a crucial factor for life satisfaction and well-being at any age that facilitates aging in place. Building Information Modeling (BIM), jointly with Universal Design (UD) standards and aging-in-place (AIP) requirements, aids designers in creating age-friendly houses and enhancing aging-in-place. This integration allows designers to incorporate UD standards easily and effectively at the conceptual design stage of houses by using the functionalities and capabilities of BIM tools. Therefore, this study presents the development of an automated computer model to facilitate the adoption of UD standards and processes in an attempt to simplify the creation of houses that complies with the UD standards and aging-in-place requirements. Furthermore, the study describes the methodology used to collect, categorize, and store data from various universal and accessible design guidelines (national and international) along with the AIP requirements. The collected data are stored in a database developed for that purpose, accessible via a new plug-in created into BIM tool to automate the process of retrieving necessary information and components to help designers select optimal design alternatives based on their predefined criteria. The advantage of the developed model resides in its ability to offer designers instant access to various information related to the design elements that meet the different universal and accessible design standards and guidelines, including the National Building Code of Canada (NBCC), in a BIM environment. Also, the developed model can evaluate the elements used in the design to check their compliance with the selected standard or guideline and to ensure that they meet their requirements.",,,,,,,,,,,,,,,,,,,,,,,,,2024,499,,,,,,201,216,,10.1007/978-3-031-61503-0_15,0,,,,,,,,,,,,,,0
J,"Wu, J; Xue, XR; Zhang, JS",,,,"Wu, Jin; Xue, Xiaorui; Zhang, Jiansong",,,"INVARIANT SIGNATURE, LOGIC REASONING, AND SEMANTIC NATURAL LANGUAGE PROCESSING (NLP)-BASED AUTOMATED BUILDING CODE COMPLIANCE CHECKING (I-SNACC) FRAMEWORK",JOURNAL OF INFORMATION TECHNOLOGY IN CONSTRUCTION,,,,,,,,,,Automated Compliance Checking; Building Codes; Invariant Signature; Building Information Modeling (BIM); Natural Language Processing; Logic Reasoning,,"Traditional manual building code compliance checking is costly, time-consuming, and human error -prone. With the adoption of Building Information Modeling (BIM), automation in such a checking process becomes more feasible. However, existing methods still face limited automation when applied to different building codes. To address that, in this paper, the authors proposed a new framework that requires minimal input from users and strives for full automation, namely, the Invariant signature, logic reasoning, and Semantic Natural language processing (NLP)-based Automated building Code compliance Checking (I-SNACC) framework. The authors developed an automated building code compliance checking (ACC) prototype system under this framework and tested it on Chapter 10 of the International Building Codes 2015 (IBC 2015). The system was tested on two real projects and achieved 95.2% precision and 100% recall in non-compliance detection. The experiment showed that the framework is promising in building code compliance checking. Compared to the state-of-the-art methods, the new framework increases the degree of automation and saves manual efforts for finding non-compliance cases.",,,,,,,,,,,,,,,,,,,,,,,,,2023,28,,,,,,1,18,,10.36680/j.itcon.2023.001,0,,,,,,,,,,,,,,0
J,"Wang, YK; Liu, Y; Cai, HZ; Wang, J; Zhou, XP",,,,"Wang, Yukang; Liu, Yue; Cai, Haozhe; Wang, Jia; Zhou, Xiaoping",,,An Automated Fire Code Compliance Checking Jointly Using Building Information Models and Natural Language Processing,FIRE-SWITZERLAND,,,,,,,,,,fire safety; automated compliance checking (ACC); building information modeling (BIM); natural language processing (NLP); spatial geometry checking,DATA EXCHANGE; BIM; RULE; LOGIC,"Fire checking is indispensable for guaranteeing the fire safety of buildings as it reviews the compliance of the building with fire codes and regulations. Automated Compliance Checking (ACC) systems that check building data utilizing Building Information Modeling (BIM) against fire codes have emerged as an active field of research. Substantial efforts have focused on analyzing the properties of the building components. However, the analysis of the spatial geometric relationships of building components has received inadequate attention. The present study proposes a novel ACC system leveraging Natural Language Processing (NLP) techniques to review the spatial geometric relationships of building components in BIM models. First, a framework for a BIM-based ACC system is delineated and decomposes ACC into three constituent subtasks: building model parsing, code knowledge translation, and compliance check result reporting. Second, an approach for structured processing of spatial geometric stipulations in fire codes using NLP is presented to review the geometric relationships between components in building models. Finally, the system's performance is assessed by testing fire code compliance across various building types utilizing BIM models. The empirical findings demonstrate that the system achieves superior recall compared with the manually formulated gold standard, with the ACC system enabling quick, accurate, and comprehensive automated compliance checking.",,,,,,,,,,,,,,,,,,,,,,,,SEP,2023,6,9,,,,,,,358,10.3390/fire6090358,0,,,,,,,,,,,,,,0
J,[Anonymous],,,,[Anonymous],,,Automated compliance checking for BIM models based on Chinese-NLP and knowledge graph: an integrative conceptual framework,ASIAN JOURNAL OF ENDOSCOPIC SURGERY,,,,,,,,,,Building information modeling; Knowledge graph; Natural language processing; Deep learning; Automatic checking,SYSTEM,"Purpose - The compliance checking of Building Information Modeling (BIM) models is crucial throughout the lifecycle of construction. The increasing amount and complexity of information carried by BIM models have made compliance checking more challenging, and manual methods are prone to errors. Therefore, this study aims to propose an integrative conceptual framework for automated compliance checking of BIM models, allowing for the identification of errors within BIM models. Design/methodology/approach - This study first analyzed the typical building standards in the field of architecture and fire protection, and then the ontology of these elements is developed. Based on this, a building standard corpus is built, and deep learning models are trained to automatically label the building standard texts. The Neo4j is utilized for knowledge graph construction and storage, and a data extraction method based on the Dynamo is designed to obtain checking data files. After that, a matching algorithm is devised to express the logical rules of knowledge graph triples, resulting in automated compliance checking for BIM models. Findings - Case validation results showed that this theoretical framework can achieve the automatic construction of domain knowledge graphs and automatic checking of BIM model compliance. Compared with traditional methods, this method has a higher degree of automation and portability. Originality/value - This study introduces knowledge graphs and natural language processing technology into the field of BIM model checking and completes the automated process of constructing domain knowledge graphs and checking BIM model data. The validation of its functionality and usability through two case studies on a self-developed BIM checking platform.",,,,,,,,,,,,,,,,,,,,,,,,JAN,2025,18,1,,,,,3832,3856,,10.1108/ECAM-10-2023-1037,0,,MAR 2024,,,,,,,,,,,,0
C,"Purushotham, N; Kailashnath, C; Mutis, I",,"Turkan, Y; Louis, J; Leite, F; Ergan, S",,"Purushotham, Nishanth; Kailashnath, Chethan; Mutis, Ivan",,,Towards an Intelligent Automated Building Code Compliance System,"COMPUTING IN CIVIL ENGINEERING 2023-DATA, SENSING, AND ANALYTICS",,,,,,,,,,Code Compliance; Building Code Automatic Checking; Natural Language Processing (NLP); Industry foundation class (IFC),,"An automated intelligent building code compliance methodology using a flexible and adaptable BIM authoring tool is presented. The method is designed to use minimal computing resources in different contexts of code applications. The innovation utilizes the complete corpus of the building code as input for compliance checking. Current research developments use specific sections of the code that focus only on parts of the building code without making inferences to subsections or other building codes. The approach uses natural language processing techniques to generate an easy-to- process output [simplified comma-separated value (CSV) file] for rapid interpretation and further manipulation for review and modifications of the generated ruleset, thereby increasing the accuracy of the rule when needed. Simultaneously, the approach prevents the recreation of rulesets when inferred sections were previously generated, to ensure the integrity of IBC sections and subsections structure. This paper presents the data extraction and processing approach that generates computer-readable rules using building code paragraphs. Future work will incorporate methods to fully process tables and figures to generate a comprehensive check and inference in compliance.",,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,51,58,,,,,,,,,,,,,,,,,0
J,"Yang, F; Zhang, JS",,,,"Yang, Fan; Zhang, Jiansong",,,Prompt-based automation of building code information transformation for compliance checking,AUTOMATION IN CONSTRUCTION,,,,,,,,,,Building code; Information transformation; Automated compliance checking; Prompt engineering; Natural language processing; Large language models (LLMs),,"Transforming building code information into a machine-processable format is essential for automated compliance checking, yet it presents significant challenges. A prompt-based framework was developed to automate the conversion into a logic programming language. Its effectiveness was assessed by testing the framework on 51 requirements from the International Building Code (IBC) 2015, achieving 97.37 % precision and 95.88 % recall at the logic clause level, with only 2 % of the data used for training. Further testing on crash report transformation enhanced efficiency, reducing the average code generation time to approximately 60.8 s, thereby achieving a 27.8 % time savings compared to existing rule-based methods. This paper contributes to the body of knowledge by introducing an effective, versatile, and user-friendly approach to automated building code information transformation, markedly decreasing the reliance on training data, time, and manual efforts.",,,,,,,,,,,,,,,,,,,,,,,,DEC 1,2024,168,,A,,,,,,105817,10.1016/j.autcon.2024.105817,0,,OCT 2024,,,,,,,,,,,,0
J,"Cejas, OA; Azeem, MI; Abualhaija, S; Briand, LC",,,,"Cejas, Orlando Amaral; Azeem, Muhammad Ilyas; Abualhaija, Sallam; Briand, Lionel C.",,,NLP-Based Automated Compliance Checking of Data Processing Agreements Against GDPR,IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,,,,,,,,,,Requirements engineering (RE); the general data protection regulation (GDPR); regulatory compliance; natural language processing (NLP); data processing agreement (DPA); privacy,LEGAL REQUIREMENTS; KNOWLEDGE,"When the entity processing personal data (the processor) differs from the one collecting personal data (the controller), processing personal data is regulated in Europe by the General Data Protection Regulation (GDPR) through data processing agreements (DPAs). Checking the compliance of DPAs contributes to the compliance verification of software systems as DPAs are an important source of requirements for software development involving the processing of personal data. However, manually checking whether a given DPA complies with GDPR is challenging as it requires significant time and effort for understanding and identifying DPA-relevant compliance requirements in GDPR and then verifying these requirements in the DPA. Legal texts introduce additional complexity due to convoluted language and inherent ambiguity leading to potential misunderstandings. In this paper, we propose an automated solution to check the compliance of a given DPA against GDPR. In close interaction with legal experts, we first built two artifacts: (i) the shall requirements extracted from the GDPR provisions relevant to DPA compliance and (ii) a glossary table defining the legal concepts in the requirements. Then, we developed an automated solution that leverages natural language processing (NLP) technologies to check the compliance of a given DPA against these shall requirements. Specifically, our approach automatically generates phrasal-level representations for the textual content of the DPA and compares them against predefined representations of the shall requirements. By comparing these two representations, the approach not only assesses whether the DPA is GDPR compliant but it further provides recommendations about missing information in the DPA. Over a dataset of 30 actual DPAs, the approach correctly finds 618 out of 750 genuine violations while raising 76 false violations, and further correctly identifies 524 satisfied requirements. The approach has thus an average precision of 89.1%, a recall of 82.4%, and an accuracy of 84.6%. Compared to a baseline that relies on off-the-shelf NLP tools, our approach provides an average accuracy gain of approximate to 20 percentage points. The accuracy of our approach can be improved to approximate to 94% with limited manual verification effort.",,,,,,,,,,,,,,,,,,,,,,,,SEPT 1,2023,49,9,,,,,4282,4303,,10.1109/TSE.2023.3288901,0,,,,,,,,,,,,,,0
J,"Chen, Y; Jiang, HX",,,,"Chen, Yian; Jiang, Huixian",,,Optimizing automated compliance checking with ontology-enhanced natural language processing: Case in the fire safety domain,JOURNAL OF ENVIRONMENTAL MANAGEMENT,,,,,,,,,,Ontology automatic construction; Automated compliance checking (ACC); Named entity recognition; Relationship extraction; Pre-trained language model; Rule interpretation,RELATION EXTRACTION,"The fire safety compliance checking (FSCC) plays a crucial role in ensuring the quality of fire engineering design and eliminating inherent fire hazards. It requires an objective and rational interpretation of fire regulations. However, the texts of fire regulations are filled with numerous rules related to spatial limitations, which pose a significant challenge in interpreting them. The current method of interpreting these rules mostly relies on manual translation, which is not efficient. To address this issue, this study proposes an innovative automated framework for interpreting rules by combining ontology technology with natural language processing (NLP). Through the utilization of pre-trained language models (PLMs), concepts and relationships are extracted from sentences, a domain-specific ontology is established, spatial knowledge is transformed into language-agnostic tree structures based on the ontology, and the semantic components of spatial relationships are extracted. The tree structure is then mapped to logical clauses based on semantic consistency, thereby improving the efficiency of interpretation. Experimental results demonstrate that the architecture achieves an F1 score of 86.27 for entity extraction and 81.81 for spatial relationship joint extraction tasks, with an accuracy of 96.26% in the formalization of logical rules, highlighting its proficiency in automatically interpreting fire spatial rules. This study offers technical support to enhance public understanding of fire safety management and fire prevention predictions, thereby promoting the intelligent management of the building safety environment.",,,,,,,,,,,,,,,,,,,,,,,,DEC,2024,371,,,,,,,,123320,10.1016/j.jenvman.2024.123320,0,,NOV 2024,,,,,,,,,,,,0
J,"Peng, JL; Liu, XJ",,,,"Peng, Junlong; Liu, Xiangjun",,,Automated code compliance checking research based on BIM and knowledge graph,SCIENTIFIC REPORTS,,,,,,,,,,,FRAMEWORK; ONTOLOGY; DESIGN; NLP,"Automated code compliance checking plays an important role in moving the construction industry forward. While traditional drawing review relies on the identification of industry experts, the purpose of this study is to realize automatic code review by using BIM technology and knowledge graph technology. The method is based on knowledge graph to transform the specification provisions involved in the review of drawings into a computer-recognizable structured language using natural language processing technology to form a human-machine-readable knowledge graph pattern. For the review of BIM models, the BIM model information is exported and the global resource description framework of the building model is obtained in protege, and the review report is finally obtained after mapping rules and review rules. Finally, the feasibility of the method is verified by an example. This study can effectively solve the problems of manual dependency and inefficiency in the process of review.",,,,,,,,,,,,,,,,,,,,,,,,MAY 1,2023,13,1,,,,,,,7065,10.1038/s41598-023-34342-1,0,,,,,,,,,,,,,,0
J,"Alnuzha, M; Bloch, T",,,,"Alnuzha, Maen; Bloch, Tanya",,,THE ROLE OF MACHINE LEARNING IN AUTOMATED CODE CHECKING - A SYSTEMATIC LITERATURE REVIEW,JOURNAL OF INFORMATION TECHNOLOGY IN CONSTRUCTION,,,,,,,,,,Automated Code Compliance; Machine Learning (ML); Rule-based checking; Building Information Modeling (BIM),LANGUAGE; ELEMENT,"Building design must adhere to numerous codes, laws, and regulations. In practice, despite the available tools for Automated Code Checking (ACC) and the extensive research in the field, checking whether a given design complies with all relevant regulatory requirements remains a manual and time-consuming task. A comprehensive checking system that provides highly automated solutions for a wide range of regulations remains a distant goal. Recent studies have underscored the potential of engaging advanced technologies like Machine Learning (ML) and Natural Language Processing (NLP) to enhance ACC abilities. Hence, this work aims to review recent advancements in implementing ML technologies in code compliance checking, identify knowledge gaps, and suggest future research directions. By implementing a systematic literature review methodology, we identify three key research areas within the domain: processing regulatory text, processing design information, and an overall checking mechanism. Existing efforts explore each of these areas using a variety of ML algorithms to enhance their effectiveness. Despite the notable advancements, challenges persist due to the complexity of regulations, ambiguity of legal texts, and the scarcity of training data, all of which limit the scalability of the presented approaches. Additionally, while ML enhances flexibility by learning from data rather than relying on hardcoded rules, it introduces uncertainties in decision-making processes critical to building permitting. The review highlights the potential for hybrid approaches that combine the strengths of both rule-based systems and ML models to effectively address these challenges.",,,,,,,,,,,,,,,,,,,,,,,,,2025,30,,,,,,22,44,,10.36680/j.itcon.2025.002,0,,,,,,,,,,,,,,0
J,"Yang, MS; Zhao, Q; Zhu, L; Meng, HN; Chen, KH; Li, ZJ; Hei, XH",,,,"Yang, Mingsong; Zhao, Qin; Zhu, Lei; Meng, Haining; Chen, Kehai; Li, Zongjian; Hei, Xinhong",,,Semi-automatic representation of design code based on knowledge graph for automated compliance checking,COMPUTERS IN INDUSTRY,,,,,,,,,,Automated compliance checking (ACC); Design code representation; Knowledge graph (KG); Building information model (BIM); Building design,MODEL,"Automated compliance checking (ACC) intends to verify the compliance of designs in construction industry by design codes. The ability to interpret and represent semantic information of design codes determines the maximum application scope of ACC. However, design codes are clause texts written in natural languages and existing ACC studies usually use relatively low-complexity code clause samples. At present, the lack of an accurate representation model for design codes leads to difficulties in representing the implicit information, nested logic, and complex relations contained in high-complexity clauses in codes. To address this problem, this research establishes a new representation model based on knowledge graph (KG). Four schemas are proposed into the model including order, complex, event and integration schemas. Further, an accompanying methodology for semi-automatic construction of design code KG (DCKG) is proposed. It includes four parts: interpretation, reconstruction, organization, and implementation. Where the implementation part develops a code annotation platform. In the case study and experiment, a scenario of checking a building information model (BIM) of metro station by GB50157-2013 Code for Design of Metro is adopted to validate the newly proposed representation model and the automated compliance process. The results show that the proposed model and method are correct and feasible, and our model outperforms other models in the representation ability of design codes.",,,,,,,,,,,,,,,,,,,,,,,,SEP,2023,150,,,,,,,,103945,10.1016/j.compind.2023.103945,0,,MAY 2023,,,,,,,,,,,,0
J,"Ul Hassan, F; Le, TY; Le, C",,,,"Ul Hassan, Fahad; Le, Tuyen; Le, Chau",,,Automated Approach for Digitalizing Scope of Work Requirements to Support Contract Management,JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT,,,,,,,,,,Contract requirements; Scope of work; Natural language processing; Information extraction,DESIGN,"Scope of work requirements (SOWRs) specify the contractual obligations for the contractor to fulfill. Managing the information is crucial to the success of a construction project. This process is, however, often challenging because requirements are typically voluminous and written in an unstructured paper-based format. The current state-of-the-art models are mostly applicable to quantitative constraints for use in automated code compliance checking of design features. This study proposes a novel natural language processing (NLP) framework capable of digitalizing nonquantitative natural language SOWRs outlined in construction contracts. The model includes a comprehensive set of semantic and syntactic rules of linguistic features for extracting contractual work information including actors, actions, objects, constraints, tasks, and obligation. The framework was evaluated on a large textual corpus of provisions of design-build highway contracts. The model yields an impressive precision and recall of more than 93% and 87%, respectively. The proposed system is expected to help the project planner quickly develop an electronic database of contractual work requirements, enabling significantly improved efficiency in project planning and verification.",,,,,,,,,,,,,,,,,,,,,,,,APR 1,2023,149,4,,,,,,,4023005,10.1061/JCEMD4.COENG-12528,0,,,,,,,,,,,,,,0
