Authors,Title,Year,Keywords,Abstract,Source
Locatelli M.; Seghezzi E.; Pellegrini L.; Tagliabue L.C.; Di Giuda G.M.,Exploring natural language processing in construction and integration with building information modeling: A scientometric analysis,2021,Artificial intelligence; BIM; Co-occurrence networks; Computational linguistic; Science mapping; Semantic,"The European Union (EU) aims to increase the efficiency and productivity of the construction industry. The EU suggests pairing Building Information Modeling with other digitalization technologies to seize the full potential of the digital transition. Meanwhile, industrial applications of Natural Language Processing (NLP) have emerged. The growth of NLP is affecting the construction industry. However, the potential of NLP and the combination of an NLP and BIM approach is still unexplored. The study tries to address this lack by applying a scientometric analysis to explore the state of the art of NLP in the AECO sector, and the combined applications of NLP and BIM. Science mapping is used to analyze 254 bibliographic records from Scopus Database analyzing the structure and dynamics of the domain by drawing a picture of the body of knowledge. NLP in AECO, and its pairing with BIM domain and applications, are investigated by representing: Conceptual, Intellectual, and Social structure. The highest number of NLP applications in AECO are in the fields of Project, Safety, and Risk Management. Attempts at combining NLP and BIM mainly concern the Automated Compliance Checking and semantic BIM enrichment goals. Artificial intelligence, learning algorithms, and ontologies emerge as the most widespread and promising technological drivers. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Scopus
Robaldo L.; Batsakis S.; Calegari R.; Calimeri F.; Fujita M.; Governatori G.; Morelli M.C.; Pacenza F.; Pisano G.; Satoh K.; Tachmazidis I.; Zangari J.,Compliance checking on first-order knowledge with conflicting and compensatory norms: a comparison among currently available technologies,2024,Compliance checking; First-order knowledge; LegalTech,"This paper analyses and compares some of the automated reasoners that have been used in recent research for compliance checking. Although the list of the considered reasoners is not exhaustive, we believe that our analysis is representative enough to take stock of the current state of the art in the topic. We are interested here in formalizations at the first-order level. Past literature on normative reasoning mostly focuses on the propositional level. However, the propositional level is of little usefulness for concrete LegalTech applications, in which compliance checking must be enforced on (large) sets of individuals. Furthermore, we are interested in technologies that are freely available and that can be further investigated and compared by the scientific community. In other words, this paper does not consider technologies only employed in industry and/or whose source code is non-accessible. This paper formalizes a selected use case in the considered reasoners and compares the implementations, also in terms of simulations with respect to shared synthetic datasets. The comparison will highlight that lot of further research still needs to be done to integrate the benefits featured by the different reasoners into a single standardized first-order framework, suitable for LegalTech applications. All source codes are freely available at https://github.com/liviorobaldo/compliancecheckers, together with instructions to locally reproduce the simulations. © Crown 2023.",Scopus
Zhou P.; El-Gohary N.,Semantic-based text classification of environmental regulatory documents for supporting automated environmental compliance checking in construction,2014,,"Automated environmental compliance checking requires automated extraction of rules from environmental regulatory textual documents, such as energy conservation codes and U.S. Environmental Protection Agency (EPA) regulations. Automated rule extraction requires complex text processing and analysis for information extraction and subsequent formalization of the extracted information into computer-processable rules. In our automated compliance checking (ACC) approach, we first classify the text into predefined categories to filter out irrelevant text, thereby improving further semantic information extraction and compliance reasoning efficiency. The categories used are predefined in a semantic text classification (TC) topic hierarchy. In this paper, we present our machine-learning-based TC algorithm for classifying clauses in environmental regulatory documents based on the TC topic hierarchy. In developing our TC algorithm, different text preprocessing techniques, machine learning algorithms, and performance improvement strategies were tested and evaluated. Our final TC algorithm was tested on 10 regulatory documents, such as the 2012 International Energy Conservation Code, and evaluated in terms of precision and recall. The algorithm achieved around 96% and 85% recall and precision, respectively, on the testing data. © 2014 American Society of Civil Engineers.",Scopus
,Frontiers in Artificial Intelligence and Applications,2018,,The proceedings contain 11 papers. The topics discussed include: editing with search and exploration for controlled languages; a controlled natural language for financial services compliance checking; responsive and flexible controlled natural language authoring with zipper-based transformations; controlled natural languages for hazard analysis and risk assessment; using the AIDA language to formally organize scientific claims; putting control into language learning; automated program synthesis from object-oriented natural language for computer games; understanding texts in attempt to controlled English; and rewriting simplified text into a controlled natural language.,Scopus
Zhou P.; El-Gohary N.,Domain-specific hierarchical text classification for supporting automated environmental compliance checking,2016,Automated compliance checking; Automated construction management systems; Machine learning; Natural language processing; Semantic systems; Text classification,"Automated environmental compliance checking requires automated extraction of rules from environmental regulatory textual documents such as energy conservation codes and EPA regulations. Automated rule extraction requires complex text processing and analysis for information extraction and subsequent formalization of the extracted information into computer-processable rules. In the proposed automated compliance checking (ACC) approach, the text is first classified into predefined categories before information extraction (IE). The advantages are that irrelevant text will be filtered out during text classification (TC) and text with similar semantic meaning will be grouped, thereby improving the efficiency and accuracy of further IE and compliance reasoning (CR). The categories used for TC are predefined in a semantic TC topic hierarchy, and the classified text is subsequently used in semantic IE and semantic CR. This paper presents the proposed machine learning (ML)-based TC algorithm for classifying clauses in environmental regulatory documents based on the TC topic hierarchy. In developing the algorithm, different text preprocessing techniques, ML algorithms, and performance improvement strategies were tested and used. The final TC algorithm was tested on 10 environmental regulatory documents and evaluated in terms of precision and recall. The algorithm achieved approximately 97 and 84% average recall and precision, respectively, on the testing data. © 2015 American Society of Civil Engineers.",Scopus
"Hettiarachchi, H; Dridi, A; Gaber, MM; Parsafard, P; Bocaneala, N; Breitenfelder, K; Costa, G; Hedblom, M; Juganaru-Mathieu, M; Mecharnia, T; Park, S; Tan, H; Tawil, ARH; Vakaj, E",CODE-ACCORD: A Corpus of building regulatory data for rule generation towards automatic compliance checking,2025,,"Automatic Compliance Checking (ACC) within the Architecture, Engineering, and Construction (AEC) sector necessitates automating the interpretation of building regulations to achieve its full potential. Converting textual rules into machine-readable formats is challenging due to the complexities of natural language and the scarcity of resources for advanced Machine Learning (ML). Addressing these challenges, we introduce CODE-ACCORD, a dataset of 862 sentences from the building regulations of England and Finland. Only the self-contained sentences, which express complete rules without needing additional context, were considered as they are essential for ACC. Each sentence was manually annotated with entities and relations by a team of 12 annotators to facilitate machine-readable rule generation, followed by careful curation to ensure accuracy. The final dataset comprises 4,297 entities and 4,329 relations across various categories, serving as a robust ground truth. CODE-ACCORD supports a range of ML and Natural Language Processing (NLP) tasks, including text classification, entity recognition, and relation extraction. It enables applying recent trends, such as deep neural networks and large language models, to ACC.",WebOfScience
"Rostamiasl, V; Jrade, A","Integrating Building Information Modeling (BIM), Universal Design (UD) Standards, and Age-In-Place Requirements at the Conceptual Design Stage of Houses",2024,Building information modeling (BIM); Universal design; Accessible design; Aging in place; Computer integration and automation,"With the rapid growth of the aging population in Canada, designers and planners encounter new challenges that significantly affect the design of houses. This demographic shift will change the demand for housing toward more adaptable and specialized houses, which will force the Architecture/Engineering/Construction (AEC) industry to look for new design solutions. Universal Design aims to accommodate the range of human diversity, regardless of age, ability, and health conditions, which is a crucial factor for life satisfaction and well-being at any age that facilitates aging in place. Building Information Modeling (BIM), jointly with Universal Design (UD) standards and aging-in-place (AIP) requirements, aids designers in creating age-friendly houses and enhancing aging-in-place. This integration allows designers to incorporate UD standards easily and effectively at the conceptual design stage of houses by using the functionalities and capabilities of BIM tools. Therefore, this study presents the development of an automated computer model to facilitate the adoption of UD standards and processes in an attempt to simplify the creation of houses that complies with the UD standards and aging-in-place requirements. Furthermore, the study describes the methodology used to collect, categorize, and store data from various universal and accessible design guidelines (national and international) along with the AIP requirements. The collected data are stored in a database developed for that purpose, accessible via a new plug-in created into BIM tool to automate the process of retrieving necessary information and components to help designers select optimal design alternatives based on their predefined criteria. The advantage of the developed model resides in its ability to offer designers instant access to various information related to the design elements that meet the different universal and accessible design standards and guidelines, including the National Building Code of Canada (NBCC), in a BIM environment. Also, the developed model can evaluate the elements used in the design to check their compliance with the selected standard or guideline and to ensure that they meet their requirements.",WebOfScience
"Alnuzha, M; Bloch, T",THE ROLE OF MACHINE LEARNING IN AUTOMATED CODE CHECKING - A SYSTEMATIC LITERATURE REVIEW,2025,Automated Code Compliance; Machine Learning (ML); Rule-based checking; Building Information Modeling (BIM),"Building design must adhere to numerous codes, laws, and regulations. In practice, despite the available tools for Automated Code Checking (ACC) and the extensive research in the field, checking whether a given design complies with all relevant regulatory requirements remains a manual and time-consuming task. A comprehensive checking system that provides highly automated solutions for a wide range of regulations remains a distant goal. Recent studies have underscored the potential of engaging advanced technologies like Machine Learning (ML) and Natural Language Processing (NLP) to enhance ACC abilities. Hence, this work aims to review recent advancements in implementing ML technologies in code compliance checking, identify knowledge gaps, and suggest future research directions. By implementing a systematic literature review methodology, we identify three key research areas within the domain: processing regulatory text, processing design information, and an overall checking mechanism. Existing efforts explore each of these areas using a variety of ML algorithms to enhance their effectiveness. Despite the notable advancements, challenges persist due to the complexity of regulations, ambiguity of legal texts, and the scarcity of training data, all of which limit the scalability of the presented approaches. Additionally, while ML enhances flexibility by learning from data rather than relying on hardcoded rules, it introduces uncertainties in decision-making processes critical to building permitting. The review highlights the potential for hybrid approaches that combine the strengths of both rule-based systems and ML models to effectively address these challenges.",WebOfScience
"Jain, A; Rodriguez, D; del Alamo, JM; Sadeh, N",ATLAS: Automatically Detecting Discrepancies Between Privacy Policies and Privacy Labels,2023,Natural Language Processing; Machine Learning; Transformers; Privacy Policies; Privacy Labels; iOS,"Privacy policies are long, complex documents that end-users seldom read. Privacy labels aim to ameliorate these issues by providing succinct summaries of salient data practices. In December 2020, Apple began requiring that app developers submit privacy labels describing their apps' data practices. Yet, research suggests that app developers often struggle to do so. In this paper, we automatically identify possible discrepancies between mobile app privacy policies and their privacy labels. Such discrepancies could be indicators of potential privacy compliance issues. We introduce the Automated Privacy Label Analysis System (ATLAS). ATLAS includes three components: a pipeline to systematically retrieve iOS App Store listings and privacy policies; an ensemble-based classifier capable of predicting privacy labels from the text of privacy policies with 91.3% accuracy using state-of-the-art NLP techniques; and a discrepancy analysis mechanism that enables a largescale privacy analysis of the iOS App Store. Our system has enabled us to analyze 354,725 iOS apps. We find several interesting trends. For example, only 40.3% of apps in the App Store provide easily accessible privacy policies, and only 29.6% of apps provide both accessible privacy policies and privacy labels. Among apps that provide both, 88.0% have at least one possible discrepancy between the text of their privacy policy and their privacy label, which could be indicative of a potential compliance issue. We find that, on average, apps have 5.32 such potential compliance issues. We hope that ATLAS will help app developers, researchers, regulators, and mobile app stores alike. For example, app developers could use our classifier to check for discrepancies between their privacy policies and privacy labels, and regulators could use our system to help review apps at scale for potential compliance issues.",WebOfScience
"Tao, XY; Wu, ZJ; Xu, YQ; Zheng, CL; Fang, YH; Das, M; Liu, H; Gong, XB; Cheng, JCP",Smarter smart contracts for automatic BIM metadata compliance checking in blockchain-enabled common data environment,2024,BIM; Knowledge Graph; Common data environment (CDE); Blockchain; Smart Contract; ISO 19650 standards,"Blockchain technology is gaining increasing attention in BIM -based collaboration to enhance BIM security (e.g., traceability, integrity, and immutability). Due to the block size limitation, most existing BIM-blockchain interactions focus on recording BIM metadata (or attributes) on the blockchain. However, verifying the correctness or compliance of the input metadata is often overlooked, resulting in the sharing of incorrect versions, disputes over data ownership, and corrupted documents. Two research gaps have been identified: (1) a lack of domain knowledge for metadata compliance checking in BIM collaborative design and (2) an absence of methods to perform compliance checking when interacting with blockchain. Therefore, this paper proposes a blockchainenabled common data environment (BECDE) framework that leverages a knowledge graph (KG) and smart contract technology. This framework makes three contributions to the body of knowledge: (1) It explores the mechanism of integrating KG with smart contracts and the CDE workflow to enable compliance checking in a distributed blockchain environment. Within this framework, two essential technical elements -compliance checking rules (CCRs) and smarter  smart contracts (SSCs) -are identified. (2) It establishes the KG of the ISO 19650 standards to generate CCRs and develops Semantic Web Rule Language (SWRL) algorithms to convert the natural -language -based CCRs into blockchain-readable rules. (3) It develops SSC algorithms by incorporating CCRs to automate checking BIM metadata compliance before appending them to the blockchain. The BECDE framework is validated in three actual project BIM design scenarios, with results showing that (1) the SSCs outperform existing BIM smart contracts by improving the quality of input data within the blockchain and (2) the computing performances of the SSCs -with latency at the millisecond level and throughput around 250 transactions per second -meet the requirements of BIM -based collaboration. By integrating domain knowledge into a blockchain, the BECDE framework facilitates a trustworthy BIM environment where project members can rely on both data security and quality.",WebOfScience
"Lee, MSZ; Yabuki, N; Fukuda, T",Scene Understanding for Dimensional Compliance Checks in Mixed-Reality,2024,immersive technology; edge computing; smart inspections; regulatory compliance; construction inspections; digital inspections,"Building inspections are critical for ensuring compliance with construction standards, but conventional methods, often manual, face challenges in efficiency and consistency due to heavy reliance on human factors. Mixed-reality (MR) solutions could potentially address these challenges as they reportedly achieve good efficiency and accuracy in mapping indoor environments. This research investigates the potential of utilizing a wearable MR device to perform dimensional checks through edge computing of device sensor data, reducing the reliance on human factors. The accuracy of MR-computed dimensions against ground truth data for common building elements was assessed. Results indicate that MR-computed dimensions align well with ground truth for simple objects, but complex objects such as staircases presented limitations in achieving satisfactory results. If-then checks applied to MR-computed dimensions for automated detection of non-compliance were successfully experimented. However, automating compliance checks for standards with complex rules requires further investigation. This research sheds light on the potential of MR solutions for building inspections and highlights future research directions to enhance its applicability and effectiveness in the construction industry.",WebOfScience
"Ren, QB; Zhang, DL; Li, MC; Chen, S; Tian, D; Li, H; Liu, LP",Automatic quality compliance checking in concrete dam construction: Integrating rule syntax parsing and semantic distance,2024,Concrete dam; Construction quality; Automatic compliance checking; Entity knowledge extraction; Syntax parsing tree; Semantic alignment,"The compliance checking of concrete dam construction quality often relies on the manual reference of specifications, which is time-consuming, labor-intensive, and prone to errors. Automating compliance checking is an effective means of ensuring the quality of dams. However, using computers to match and compare quality record texts with specification provisions remains challenging. Due to the numerous specifications and diverse forms of constraints in dam construction, as well as unstructured and non-standard quality records, semantic differences exist between quality records and specifications that prevent timely quality control, making it necessary to develop a complete and efficient construction quality compliance checking framework. To address these issues, an automatic construction quality compliance checking method based on rule syntax parsing and phrase semantic distance was proposed in this work. First, key entity knowledge was determined and automatically extracted. Then, syntax parsing rules were defined, and the parsing algorithm was used to assemble the key entities into syntax trees. Then, specification and quality record syntax trees were aligned based on node semantic distance. Finally, a scoring process was designed to achieve automatic compliance checking of concrete dam construction quality. The experiments showed that the entity knowledge extraction F1 value of the proposed method was 12.89% higher than similar models, and the checking accuracy was 88.89%, with excellent applicability to both quantitative and qualitative specification constraints. The proposed method constructed a complete quality compliance checking framework for the construction field, automatically obtaining precise scores as checking results, saving considerable time compared to manual checking, and promoting compliance checking throughout the entire lifecycle of construction.",WebOfScience
"Schönfelder, P; Aziz, A; Bosché, F; König, M",Enriching BIM models with fire safety equipment using keypoint-based symbol detection in escape plans,2024,Building information modeling; As-is modeling; Floor plan analysis; Symbol detection; Deep learning; Fire safety,"In the context of fire safety inspections, Building Information Modeling (BIM) models enriched with Fire Safety Equipment (FSE) components can be used to complete compliance checks and other analyses. However, BIM models often lack the required FSE information. To address this issue, escape plans are a convenient source of data, as they show the position and type of FSE on floor plans. Therefore, this study proposes an automated method to analyze escape plans and extract FSE component information to enrich existing BIM models. The method employs the deep learning model Keypoint R-CNN for symbol detection. Symbol locations are then translated into physical positions within the BIM model. Through a real-building case study, the method demonstrates promising results. Future research may focus on improving the symbol detection performance and the registration between the BIM models and fire escape plans, as well as utilizing the extracted information for actual fire safety analyses.",WebOfScience
"Bloch, T; Borrmann, A; Pauwels, P",An Alternative Approach to Automated Code Checking Application of Graph Neural Networks Trained on Synthetic Data for an Accessibility Check Case Study,2024,Automated Code Checking (ACC); Machine Learning (ML); Graph Neural Networks (GNN); Building Information Modeling (BIM); Accessibility,"Automated Code Checking (ACC) can be defined as a classification task aiming to classify building objects as compliant or not compliant to a code provision at hand. While Machine Learning (ML) is a useful tool to perform such classification tasks, it presents several drawbacks and limitations. Buildings are complex compositions of instances that are related to each other by functional and topological relationships. This type of data can be easily supported by property graphs that provide a flexible representation of attributes for every instance as well as the relationships between the instances, This, together with the recent developments in the field of graph-based learning led the authors to explore a novel approach for ACC supported by Graph Neural Networks (GNN). This paper presents a new workflow that implements GNNs for ACC to leverage the advantages of ML but alleviate the limitations. We illustrate the suggested workflow by training a GNN model on a synthetic data set and using the trained classifier to check compliance of a real BIM model to accessibility requirements. The accuracy of the classifier on a test set is 86% and the accuracy of obtained results during the accessibility check is 82%. This suggests that GNNs are applicable to ACC and that classifiers trained on synthetic data can be used to classify building design provided by the industry. While the results are encouraging, they also point to the need for further research to establish the scope and boundary conditions of applying GNNs to ACC.",WebOfScience
"Bloch, T; Borrmann, A; Pauwels, P",Graph-based learning for automated code checking - Exploring the application of graph neural networks for design review,2023,Automated code compliance; Graph Neural Network (GNN); Machine Learning (ML); Rule -based checking; Building Information Modeling (BIM),"Although automated code checking (ACC) has been a subject of interest for many years, we have not yet seen significant breakthroughs in the field that may lead to the development of generic, comprehensive tools for ACC. Hard-coded rules are the backbone of all emerging platforms for ACC. These rules require a significant amount of engineering, which often requires manual labor; and the resulting rule sets are strict and difficult to scale to other building models. On the other hand, approaches relying purely on classic machine learning (e.g. SVM) are too coarse and unable to accurately express building information. In our hope to come up with a more scalable solution, we investigate here a novel workflow that relies on graph-based learning algorithms instead of processing rule sets. We illustrate the suggested workflow by checking accessibility requirements in residential houses, which we believe is one of the more promising rule sets that can be checked using graph-based learning methods. The high accuracy of the obtained results is encouraging to continue exploring Graph Neural Networks (GNN) for this type of ACC, yet rule-based and classic ML-based approaches show other advantages as well (rigor and speed, respectively). The main contribution of this work is therefore its identification of meaningful limitations and directions for future research, including alternative graph structures and GNN architectures.",WebOfScience
"Afzal, M; Li, RYM; Ayyub, MF; Shoaib, M; Bilal, M",Towards BIM-Based Sustainable Structural Design Optimization: A Systematic Review and Industry Perspective,2023,automated structural design; building information modeling (BIM); design automation; generative design; interoperability; structural design optimization (SDO); systematic framework,"Structural design optimization (SDO) plays a pivotal role in enhancing various aspects of construction projects, including design quality, cost efficiency, safety, and structural reliability. Recent endeavors in academia and industry have sought to harness the potential of building information modeling (BIM) and optimization algorithms to optimize SDO and improve design outcomes. This review paper aims to synthesize these efforts, shedding light on how SDO contributes to project coordination. Furthermore, the integration of sustainability considerations and the application of innovative technologies and optimization algorithms in SDO necessitate more interactive early stage collaboration among project stakeholders. This study offers a comprehensive exploration of contemporary research in integrated SDO employing BIM and optimization algorithms. It commences with an exploratory investigation, employing both qualitative and quantitative analysis techniques following the PRISMA systematic review methodology. Subsequently, an open-ended opinion survey was conducted among construction industry professionals in Europe. This survey yields valuable insights into the coordination challenges and potential solutions arising from technological shifts and interoperability concerns associated with the widespread implementation of SDO. These preliminary steps of systematic review and industry survey furnish a robust foundation of knowledge, enabling the proposal of an intelligent framework for automating early stage sustainable structural design optimization (ESSDO) within the construction sector. The ESSDO framework addresses the challenges of fragmented collaboration between architects and structural engineers. This proposed framework seamlessly integrates with the BIM platform, i.e., Autodesk Revit for architects. It extracts crucial architectural data and transfers it to the structural design and analysis platform, i.e., Autodesk Robot Structural Analysis (RSA), for structural engineers via the visual programming tool Dynamo. Once the optimization occurs, optimal outcomes are visualized within BIM environments. This visualization elevates interactive collaborations between architects and engineers, facilitating automation throughout the workflow and smoother information exchange.",WebOfScience
"Chen, GF; Liu, M; Zhang, YX; Wang, ZG; Hsiang, SM; He, CN","Using Images to Detect, Plan, Analyze, and Coordinate a Smart Contract in Construction",2023,Images; Deep learning; Smart contract; Blockchain; Risk analysis,"Reliable construction workflow relies on timely discovery, analysis, and checking of compliance with contract terms, which are time consuming and inefficient tasks. Smart contracts enabled by blockchain technology have demonstrated promise in addressing the inefficiencies of data communications due to their merits of traceability, immutability, transparency, and self-enforceability. However, a smart contract's inability to interact with real-world data is the main issue that impedes further implementation. Today's increasing availability of as-built data provides automatic condition assessments that have great potential to automate smart contract executions. This research area is uncharted territory for the industry. This research selects a case study to present an automatic decentralized management framework by exploring image-based deep learning solutions to automate and decentralize the conditioning of smart contract executions enabled by a web3.js-based decentralized blockchain application. It was found that the model can automate management intelligence with minimal workflow interruptions by timely identification of bottleneck activities and enforcement of mitigation strategies. Project managers can use the blockchain prototype to enhance information sharing, remove key risks, and enable a reliable workflow with minimal management efforts.",WebOfScience
"Wang, Y; Barta, D; Hesse, J; Buchwald, P; Paschke, A",Legally-Guided Automated Decision-Making System Using Language Model Agents for Autonomous Driving,2024,Neurosymbolic System; Large Language Model Agent; Ontological Reasoning; Rule Compliance; Autonomous Driving,"Recent advances in language models have facilitated the development of agent-based systems. Despite their encouraging results in various reasoning tasks, these systems often operate as black boxes, raising concerns about potential illegal behavior due to opaque decision-making processes. This concern is particularly critical in autonomous driving, where precise decision-making requires a thorough understanding of traffic scenes and strict adherence to established norms. In this paper, we propose a legally-guided automated decision making system (LAD) that employs language models to dynamically retrieve facts for related rules through context-based query generation while delegating decisionmaking to a symbolic solver. In our experiments, we demonstrate that this neuro-symbolic system, with a limited number of formalized traffic rules, provides a more accurate, interpretable, and traceable solution for rule-compliant decision-making compared to pure language models.",WebOfScience
"Guzman, JC; Dörr, H; Brenner, T; Gerlich, R; Münch, J; Kuhrmann, M",Towards Generating Compliance Action Plans: A Discussion of Needs and Opportunities,2025,Software Engineering; Compliance; Standards; Reference Model; Software Process,"Ensuring compliance with industry standards and regulations is a critical challenge in software and systems engineering, particularly in domains such as automotive or aerospace in which adherence to standards is mandatory. Compliance checking is often manually connected, e.g., through reviews based on project-specific rules, which is a costly process. This paper proposes a structured, tool-supported approach to compliance analysis. The proposed approach is based on providing a computable reference model, which lays the foundation for the tailoring of project-specific processes, and an automated analysis of the degree of implemented compliance-relevant activities. A proof of concept was is presented, which includes the development of an ECSS-based reference model for software systems engineering, which was developed in close collaboration with practitioners from the aerospace domain. Based on this reference model, the process management tool Stages was used to provide means to generate assessments and action plans. To demonstrate the concept, an exemplary systems development process was modeled and analyzed, which allowed us to identify missing elements in the planed project activities.",WebOfScience
"Wu, J; Yao, J; Li, GH; Gu, JH; Quan, LJ",RESEARCH ON SCENARIO-BASED DYNAMIC INSPECTION METHODOLOGY USING EXPRESSION ENGINE,2024,Dynamic inspection; Expression engine; Configuration management database; Data quality,"With the increasing scale of centralized management, data quality issues are becoming more prominent, so an automated method is needed to check the logical compliance of configuration item content and field-to-field. In this paper, we use an expression matching engine to implement an automated inspection method, organizing business scenarios into inspection rules and using the expression matching engine in conjunction with abstracted logic extensions to implement universal inspection formulas. The inspection formulas are applied to various inspection scenarios and results are visualized to assist with decision-making. The proposed method has been applied to the CMDB system, and experimental analysis shows that this inspection mechanism meets the performance and accuracy requirements of production environments. Additionally, it significantly reduces code modifications and cutover costs, ultimately achieving real-time compliance with customer auditing needs.",WebOfScience
"Akaichi, I; Flouris, G; Fundulaki, I; Kirrane, S",GUCON: A Generic Graph Pattern Based Policy Framework for Usage Control Enforcement,2023,Usage Control; Policy; Deontic Rules; Reasoning; Enforcement,"Robust Usage Control (UC) mechanisms are necessary to protect sensitive data and resources, especially when these are distributed across multiple nodes or users. Existing solutions have limitations in expressing and enforcing usage control policies due to difficulties in capturing complex requirements and the lack of formal semantics necessary for automated compliance checking. To address these challenges, we propose GUCON, a generic policy framework that allows for the expression of and reasoning over granular UC policies. This is achieved by leveraging the expressiveness and semantics of graph pattern expressions, as well as the flexibility of deontic concepts. Additionally, GUCON incorporates algorithms for conflict detection, resolution, compliance and requirements checking, ensuring active policy enforcement. We demonstrate the effectiveness of our framework by proposing instantiations using SHACL, OWL and ODRL. We show how instantiations provide a bridge between abstract formalism and concrete implementations, thus allowing existing reasoners and implementations to be leveraged.",WebOfScience
"Anim, JK; Robaldo, L; Wyner, A",Compliance Checking in the Energy Domain via W3C Standards,2024,Compliance checking; W3C standards; symbolic AI,"This paper investigates the use of W3C standards, specifically RDF, OWL, SPARQL, and SHACL, to automate legal compliance checking. We consider in particular in-force regulations for extracting oil and gas in Ghana to exemplify our proposed model. This paper models some selected norms from these regulations into a sample RDF ontology along with inference rules to check their compliance with respect to a given state of affairs. The paper's main finding is that inferences enabled by OWL and SHACL shapes are not expressive enough to represent some existing legal requirements, specifically those imposing constraints on metadata about RDF individuals. To achieve the required expressivity, it is proposed that SHACL-SPARQL rules should be instead used.",WebOfScience
"Sunmola, F; Baryannis, G; Tan, A; Co, K; Papadakis, E",Holistic Framework for Blockchain-Based Halal Compliance in Supply Chains Enabled by Artificial Intelligence,2025,halal certification; artificial intelligence; blockchain; knowledge graph; machine learning; supply chain,"The global halal market is growing, driven by rising stakeholder populations and increasing consumer interest in ethical and sustainable food choices. This surge in demand necessitates robust halal compliance throughout complex supply chains. However, there are several challenges, including fragmented information, increased understanding of halal requirements among stakeholders, and difficulties in tracing product provenance. This paper proposes a holistic framework for halal certification and compliance, addressing these challenges through the integration of artificial intelligence (AI) and blockchain technologies. AI can automate halal compliance checks, identify potential irregularities in sourcing and composition, and facilitate risk management. The blockchain offers an ideal platform for tracking product provenance throughout the halal supply chain. This ensures trust and confidence among consumers by providing verifiable information on ingredient origin and production processes. This paper further strengthens the potential of this framework by presenting an illustrative example that utilises knowledge graphs, machine learning, and smart contracts. This exemplifies the potential application of the proposed framework in the context of halal pre-certification processes. By fostering transparency and streamlining compliance procedures, the proposed holistic framework, empowered by AI and the blockchain, can significantly enhance trust and confidence among stakeholders within the halal food industry.",WebOfScience
"Hassani, S",Enhancing Legal Compliance and Regulation Analysis with Large Language Models,2024,Legal Compliance; Legal Requirements; Large Language Models; GPT-4; GPT-3.5; BERT; GDPR; Food Safety; Industry 4.0; Internet of Things,"This research explores the application of Large Language Models (LLMs) for automating the extraction of requirement-related legal content in the food safety domain and checking legal compliance of regulatory artifacts. With Industry 4.0 revolutionizing the food industry and with the General Data Protection Regulation (GDPR) reshaping privacy policies and data processing agreements, there is a growing gap between regulatory analysis and recent technological advancements. This study aims to bridge this gap by leveraging LLMs, namely BERT and GPT models, to accurately classify legal provisions and automate compliance checks. Our findings demonstrate promising results, indicating LLMs' significant potential to enhance legal compliance and regulatory analysis efficiency, notably by reducing manual workload and improving accuracy within reasonable time and financial constraints.",WebOfScience
"Sun, YT; Chen, MS; Zhao, KJ; Chen, JT",HORAE: A Domain-Agnostic Modeling Language for Automating Multimodal Service Regulation,2024,Service regulation; specification languages; compliance checking; multimodal learning; violation recognition,"Artificial intelligence is rapidly encroaching on the field of service regulation. This work-in-progress article presents the design principles behind HORAE, a unified specification language to model multimodal regulation rules across a diverse set of domains. We show how HORAE facilitates an intelligent service regulation pipeline by further exploiting a fine-tuned large language model named RuleGPT that automates the HORAE modeling process, thereby yielding an end-to-end framework for fully automated intelligent service regulation.",WebOfScience
"Chen, JX; Bao, Y",Multi-agent large language model framework for code-compliant automated design of reinforced concrete structures,2025,Building code compliance; Concrete structures; Automated design; Large language model; Multi-agent framework; Structural design,"The current manual approach for designing reinforced concrete, guided by structural design codes, is inefficient and susceptible to human error. This paper presents a Large Language Model (LLM) framework to automate code-compliant design and achieve interpretability and verifiability. The framework decomposes complex tasks into subtasks handled by coordinated LLM agents with specialized expertise, enabling automatic structural design and human-robot interaction for exploring alternative solutions and explanations. This framework was tested using case studies on the design and evaluation of 30 beams and compared against commercial engineering software SAP2000, demonstrating how the agents collaborate and cross-check results while maintaining high accuracy (97 %), high efficiency (90 % time-saving), and transparency in structural analysis and design. An intuitive Graphical User Interface (GUI) that supports natural language queries was developed to facilitate practical use. By bridging the gap between intuitive communication and rigorous structural analysis, this framework provides a paradigm shift for automatic structural design.",WebOfScience
