Title,Authors,Year,DOI or URL,Abstract,Source,DOI,DOI/URL,title,authors,year,doi or url,abstract,source,doi,doi/url
,,,,,,,,"Invariant Signature, Logic Reasoning, and Semantic NLP-Based Automated Building Code Compliance Checking (I-SNACC) Framework",Jin Wu; Xiaorui Xue; Jiansong Zhang,2023,10.36680/j.itcon.2023.001,"Manual building code compliance checks are costly and error-prone. With BIM, automation is feasible but existing methods have limited adaptability across different codes. This paper proposes I-SNACC, a framework requiring minimal user input for fully automated compliance checking using invariant signatures, logic reasoning, and semantic NLP. A prototype was tested on Chapter 10 of the 2015 International Building Code using two real projects, achieving 95.2% precision and 100% recall in detecting non-compliance. The framework increases automation and reduces manual effort compared to state-of-the-art methods:contentReference[oaicite:14]{index=14}:contentReference[oaicite:15]{index=15}.",Journal of Information Technology in Construction (ITcon),,
,,,,,,,,Automating Compliance Evidence Extraction with Machine Learning,Sunday O. Olatunji; Abdulrahman S. Almuhaidib; Abdulaziz S. Alhuwaishil; Ahmad S. Alarfaj; Khalifah W. Alzwaimel; Hassan A. Alsaleem; Abdulaziz A. Alsudais; Naeem M. Owaida; Fahd A. Alhaidari; Sghaier R. Chabani,2025,10.1007/978-981-97-8588-9_3,"This study reviews the intersection of cybersecurity and compliance, highlighting automation’s benefits in compliance evidence processing. It explores how machine learning can analyze documents to verify if they meet required evidence standards. Compliance assessments typically demand manual review of voluminous documentation. By automating with ML, significant time and cost savings and accuracy improvements are achieved. The paper provides a thorough summary of recent ML-driven compliance automation approaches, discussing algorithms, datasets, and outcomes in the domain:contentReference[oaicite:16]{index=16}:contentReference[oaicite:17]{index=17}.","Proc. 1st Int. Conf. on Creativity, Technology, and Sustainability (CCTS 2024)",,
,,,,,,,,A Platform-Based NLP-Driven Strategy for Digitalising Regulatory Compliance Processes (Built Environment),Ruben Kruiper; Bimal Kumar; Richard Watson; Farhad Sadeghineko; Alasdair J. G. Gray; Ioannis Konstas,2024,10.1016/j.aei.2024.102653,"Digitalising regulatory compliance has gained momentum, especially after the 2017 Grenfell fire. This paper presents i-ReC (intelligent Regulatory Compliance), a comprehensive platform that applies NLP, machine learning, and Semantic Web technologies to process actual regulatory documents for compliance checking. The approach handles challenges like ambiguous language, inconsistent terminology, and multi-word expressions. A semantic search engine was developed and tested on 420 UK building regulation documents, consistently outperforming other engines on retrieval tasks. The work underscores the importance of extracting requirements from large regulatory corpora to enable end-to-end automated compliance checking of building designs:contentReference[oaicite:18]{index=18}:contentReference[oaicite:19]{index=19}.",Advanced Engineering Informatics,,
,,,,,,,,"Object-centred automated compliance checking: a novel, bottom-up approach",Omar Doukari; David Greenwood; Kay Rogage; Mohamad Kassem,2022,10.36680/j.itcon.2022.017,"Building Information Modelling (BIM) is changing how built assets are delivered and operated. A built asset is represented as a set of objects, each with an identity, attributes, and relations. This object-oriented nature enables new approaches for ensuring compliance with a range of requirements (e.g. industry guidelines, project-specific requirements, building codes and standards). Furthermore, bottom-up design approaches are known to be more suitable for quality control and error detection. Based on an adapted simulated annealing concept, this paper proposes an automated compliance checking classification and identifies a set of desired characteristics that such methods should fulfill. It then demonstrates a bottom-up object-centered approach for automated model checking with a corresponding plugin prototype. The approach enables four key processes and satisfies all desired characteristics of compliance checking methods, including content validation, model completeness, smart object checking, and design option checking. Two case studies are used to demonstrate feasibility and accuracy: all four steps were successfully completed, and results show savings of around 125 minutes per object compared to traditional manual methods:contentReference[oaicite:0]{index=0}:contentReference[oaicite:1]{index=1}",Journal of Information Technology in Construction (ITcon):contentReference[oaicite:2]{index=2},,
,,,,,,,,Multi-ontology fusion and rule development to facilitate automated code compliance checking using BIM and rule-based reasoning,Jiang Liu; Jianyong Shi; Chaoyu Wang,2022,10.1016/j.aei.2021.101449,"This study presents a novel approach that combines multiple ontologies and rule-based reasoning to automate building code compliance checking using BIM. By fusing ontologies from different domains and formalizing compliance rules, the method enhances automated rule interpretation and reasoning in compliance checking. The approach uses BIM models (in IFC format) and a set of fused ontologies to represent regulatory knowledge, enabling an automated reasoning engine to check the BIM model against code requirements. A case study demonstrates that the multi-ontology and rule-based framework can improve the automation and accuracy of compliance checking compared to traditional methods:contentReference[oaicite:3]{index=3}:contentReference[oaicite:4]{index=4}",Advanced Engineering Informatics 51 (Elsevier):contentReference[oaicite:5]{index=5},,
,,,,,,,,Automated code compliance checking through building information modelling,Bilal Aslam; Tariq Umar,2023,https://doi.org/10.1680/jstbu.22.00214,"The design, construction, and handover of building projects must comply with local authority rules. Manual assessment of drawings against complex rule sets is cumbersome, inconsistent, costly, and error-prone, causing major delays. This research develops an automated code compliance checking process using BIM. Shortcomings of manual code compliance were identified via a review of existing systems and confirmed through expert interviews. A new automated compliance checking system with BIM integration was then developed and evaluated. The automated BIM-based code checking process reduced review time from about one week to roughly six hours. However, feedback indicated that architects would require higher fees to produce complete BIM models. Implementing automated code compliance via BIM in municipal processes can raise industry innovation and support progress toward several UN Sustainable Development Goals:contentReference[oaicite:6]{index=6}:contentReference[oaicite:7]{index=7}","Proceedings of the ICE – Structures and Buildings, vol. 177 (2023):contentReference[oaicite:8]{index=8}",,
,,,,,,,,Automated code compliance checking research based on BIM and knowledge graph,Junlong Peng; Xiangjun Liu,2023,10.1038/s41598-023-34342-1,"Automated code compliance checking plays an important role in advancing the construction industry. While traditional drawing reviews rely on expert identification, this study aims to realize automatic code compliance review by using BIM technology combined with knowledge graph techniques. The proposed method uses a knowledge graph to transform textual code provisions into a computer-recognizable structured format via natural language processing, creating a human–machine-readable knowledge graph representation of the rules. For checking BIM models, the BIM data are exported and represented in RDF (using Protégé), and then mapping rules and review rules are applied to generate a compliance report. An example is presented to validate the feasibility of the approach. The results show that this method effectively addresses the manual dependence and inefficiency of traditional review processes:contentReference[oaicite:9]{index=9}:contentReference[oaicite:10]{index=10}",Scientific Reports (Nature) 13:7065 (2023):contentReference[oaicite:11]{index=11}:contentReference[oaicite:12]{index=12},,
,,,,,,,,Automated Building Information Modeling Compliance Check through a Large Language Model Combined with Deep Learning and Ontology,Nanjiang Chen; Xuhui Lin; Hai Jiang; Yi An,2024,10.3390/buildings14071983,"Ensuring compliance with complex building standards and regulations during design is a significant challenge in the BIM domain. Manual compliance checking is inefficient and error-prone. Recent natural language processing (NLP) and deep learning methods have improved rule interpretation and checking, but they demand extensive feature engineering, large labeled datasets, and high computational resources. This study introduces an innovative automated compliance checking framework that integrates a large language model (LLM) with deep learning and ontology-based knowledge models. The LLM (with few-shot learning capability) is leveraged to reduce the need for large annotated datasets, while deep learning is used to preliminarily classify regulatory text sections, which improves the accuracy of structured information extraction by the LLM. By combining deep learning for text preprocessing with LLM-driven rule interpretation and an ontology for domain knowledge, the framework automates the processing of regulatory texts and significantly reduces manual intervention. In experiments, this approach markedly improves the efficiency and accuracy of compliance checks, offering a scalable and adaptable solution for automated compliance checking in construction:contentReference[oaicite:21]{index=21}:contentReference[oaicite:22]{index=22}","Buildings (MDPI), 14(7):1983 (2024):contentReference[oaicite:23]{index=23}:contentReference[oaicite:24]{index=24}",,
,,,,,,,,Automatic compliance checking of BIM models against quality standards based on ontology technology,Zhiliang Ma; Honggang Zhu; Xinglei Xiang; Žiga Turk; Robert Klinc,2024,10.1016/j.autcon.2024.105656,"This paper presents an ontology-based approach for automatically checking BIM models against established quality standards. Ontology technology is used to formalize the content of BIM quality standards, enabling computer-interpretable representations of the rules. An inference mechanism is then employed to assess a BIM model’s quality compliance with the given standard. A prototype implementation is developed to validate the effectiveness of the proposed framework. In a case study, the system automatically identified compliance issues by reasoning over the ontological representations of both the BIM model data and the quality standard rules:contentReference[oaicite:25]{index=25}:contentReference[oaicite:26]{index=26}",Automation in Construction 166 (2024):contentReference[oaicite:28]{index=28},,
,,,,,,,,A Semantic Web and IFC-Based Framework for Automated BIM Compliance Checking,Lu Jia; Maokang Chen; Chen Chen; Yanfeng Jin,2025,10.3390/buildings15152633,"Manual inspection of building design deliverables is time-consuming, labor-intensive, and prone to errors. With the development of BIM technology, automated rule compliance checking has become a trending solution. This paper presents a method that combines Semantic Web technologies with IFC-based data to enhance human–machine collaborative code compliance checking. First, a five-step process (integrated with domain specifications) is designed to construct a building object ontology that covers most architectural objects in the AEC domain. Next, a set of mapping rules is defined (based on how IFC entities express information) to create a semantic link between the ifcOWL representation of BIM data and the building object ontology. Then, by analyzing building regulations, generic SPARQL query templates are developed for major types of constraints. Finally, a case study using the Jena semantic framework validates the feasibility of the proposed method, demonstrating that the Semantic Web/IFC-based approach can successfully check a BIM model for compliance with regulatory requirements:contentReference[oaicite:29]{index=29}:contentReference[oaicite:30]{index=30}","Buildings (MDPI), 15(15):2633 (2025):contentReference[oaicite:31]{index=31}:contentReference[oaicite:32]{index=32}",,
,,,,,,,,BIM-Based Model Checking: A Scientometric Analysis and Critical Review,Sihao Li; Ziyang Jiang; Zhao Xu,2025,10.3390/app15010049,"Building Information Modeling (BIM) has been widely applied throughout project lifecycles in the AEC industry, and errors in BIM models can lead to significant losses. This has driven increasing attention to BIM-based model checking (BMC) technologies. Despite numerous publications describing BMC methods, there has been a lack of systematic analysis and visualization of existing research. This paper conducts a combined scientometric analysis and critical review of BMC-related studies published from 2008 to 2024 in Web of Science and Scopus. The scientometric analysis objectively presents the state and evolution of the field using quantitative data (e.g. publication counts, author networks, citation analysis). The critical review then qualitatively examines the content of the literature, summarizing key research topics and current challenges. Finally, the study identifies promising future research directions for advancing BIM-based model checking. This work provides a comprehensive overview of the development of automated compliance checking (ACC) and related model checking research in BIM, helping researchers understand trends and gaps in the domain:contentReference[oaicite:33]{index=33}:contentReference[oaicite:34]{index=34}",Applied Sciences (MDPI) 15(1):49 (2025):contentReference[oaicite:35]{index=35}:contentReference[oaicite:36]{index=36},,
,,,,,,,,Capabilities of rule representations for automated compliance checking in healthcare buildings:contentReference[oaicite:0]{index=0},Zijing Zhang; Nicholas Nisbet; Ling Ma; Tim Broyd:contentReference[oaicite:1]{index=1},2023:contentReference[oaicite:2]{index=2},10.1016/j.autcon.2022.104688:contentReference[oaicite:3]{index=3},"A suitable rule representation is essential to enable automated compliance checking of building design... This paper aims to identify capabilities needed for rule representation by using healthcare design regulations as an example... The results showed 18 capabilities for healthcare rule representation, where 16 are required, and two are desirable:contentReference[oaicite:4]{index=4}.",Automation in Construction:contentReference[oaicite:5]{index=5},,
,,,,,,,,Automated rule-based safety inspection and compliance checking of temporary guardrail systems in construction:contentReference[oaicite:6]{index=6},K. W. Johansen; J. Teizer; C. Schultz:contentReference[oaicite:7]{index=7},2024:contentReference[oaicite:8]{index=8},10.1016/j.autcon.2024.105849:contentReference[oaicite:9]{index=9},This paper proposes an automated rule-based inspection and compliance-checking system that can assist in detecting faulty guardrails in live work environments. The classification approach utilizes safety design and mimics the steps of human guardrailing compliance assessment... This first-of-a-kind classification approach is reliable and scalable and successfully classifies various scenarios of guardrail systems for fall protection:contentReference[oaicite:10]{index=10}.,Automation in Construction:contentReference[oaicite:11]{index=11},,
,,,,,,,,Rule capture of automated compliance checking of building requirements: a review:contentReference[oaicite:12]{index=12},Zijing Zhang; Ling Ma; Tim Broyd:contentReference[oaicite:13]{index=13},2023:contentReference[oaicite:14]{index=14},10.1680/jsmic.23.00005:contentReference[oaicite:15]{index=15},"Automated compliance checking (ACC) was proposed as a solution to the error-prone and time-consuming manual compliance-checking process. Rule capture is a crucial bottleneck of ACC. This paper conducts a systematic literature review and identifies challenges in rule capture for ACC... The findings reveal that existing representations cannot handle 'unknowns' and 'side effects', lack ability to deal with ambiguous rules, and are often restricted by the rule engine or data model:contentReference[oaicite:16]{index=16}.",Proc. ICE – Smart Infrastructure and Construction:contentReference[oaicite:17]{index=17},,
,,,,,,,,CODE-ACCORD: A Corpus of building regulatory data for rule generation towards automatic compliance checking:contentReference[oaicite:18]{index=18},Hansi Hettiarachchi; Amna Dridi; Mohamed M. Gaber; Pouyan Parsafard; Nicoleta Bocaneala; Katja Breitenfelder; Gonçal Costa; Maria M. Hedblom; Mihaela Juganaru-Mathieu; Thamer Mecharnia; Sumee Park; He Tan; Abdel-Rahman H. Tawil; Edlira Vakaj:contentReference[oaicite:19]{index=19},2025:contentReference[oaicite:20]{index=20},10.1038/s41597-024-04320-x:contentReference[oaicite:21]{index=21},"Automatic Compliance Checking (ACC) necessitates automating the interpretation of building regulations. We introduce CODE-ACCORD, a dataset of 862 sentences from building regulations of England and Finland. Each sentence was manually annotated with entities and relations to facilitate machine-readable rule generation. The final dataset comprises thousands of entities and relations, serving as a robust ground truth for applying ML and NLP techniques to ACC:contentReference[oaicite:22]{index=22}:contentReference[oaicite:23]{index=23}.",Scientific Data:contentReference[oaicite:24]{index=24},,
,,,,,,,,Moving automated compliance checking to the operational phase of the building life-cycle: analysis and feasibility study in the UK:contentReference[oaicite:25]{index=25},Thomas Beach; Jonathan Yeung; Ali Ghorghi; Yacine Rezgui:contentReference[oaicite:26]{index=26},2024:contentReference[oaicite:27]{index=27},10.1080/15623599.2024.2366727:contentReference[oaicite:28]{index=28},"Construction regulations ensure baseline safety for built assets. Formal compliance checks occur at defined life-cycle points and often lack automation. This paper extends compliance checking into the operational phase of buildings using automated/semi-automated data capture and analysis. Findings show that whole-life compliance checking is vital but impractical through purely manual inspections, and identify viable use cases and technologies for an automated approach:contentReference[oaicite:29]{index=29}:contentReference[oaicite:30]{index=30}.",International Journal of Construction Management:contentReference[oaicite:31]{index=31}:contentReference[oaicite:32]{index=32},,
,,,,,,,,A SHACL-Based Approach for Enhancing Automated Compliance Checking with RDF Data:contentReference[oaicite:33]{index=33},Joseph Anim; Livio Robaldo; Adam Z. Wyner:contentReference[oaicite:34]{index=34},2024:contentReference[oaicite:35]{index=35},10.3390/info15120759:contentReference[oaicite:36]{index=36},"Automated Compliance Checking (ACC) is increasingly important for enforcing legal regulations. This paper leverages Semantic Web technologies, focusing on executing SHACL-SPARQL rules on RDF data. The approach addresses limitations of traditional ACC by handling nuanced temporal and aggregate requirements in legal reasoning. A case study on regulations with aggregate and temporal facets demonstrates the effectiveness of the proposed solution in improving ACC via standardized, interoperable Semantic Web methods:contentReference[oaicite:37]{index=37}:contentReference[oaicite:38]{index=38}.",Information (MDPI):contentReference[oaicite:39]{index=39},,
,,,,,,,,"Object-centred automated compliance checking: a novel, bottom-up approach:contentReference[oaicite:40]{index=40}",Omar Doukari; David Greenwood; Kay Rogage; Mohamad Kassem:contentReference[oaicite:41]{index=41},2022:contentReference[oaicite:42]{index=42},10.36680/j.itcon.2022.017:contentReference[oaicite:43]{index=43},"Building Information Modelling (BIM) represents built assets as objects with identity, attributes, and relations, enabling new compliance approaches. This paper proposes a bottom-up object-centred method for automated model checking, using a simulated annealing-inspired classification. A prototype demonstrates four key processes (content validation, model completeness, smart object, and design option checking) and satisfies desired compliance checking characteristics. Case studies show the approach saves around 125 minutes per object compared to manual methods:contentReference[oaicite:44]{index=44}:contentReference[oaicite:45]{index=45}.",Journal of IT in Construction (ITcon):contentReference[oaicite:46]{index=46},,
,,,,,,,,Automated code compliance checking research based on BIM and knowledge graph:contentReference[oaicite:47]{index=47},Junlong Peng; Xiangjun Liu:contentReference[oaicite:48]{index=48},2023:contentReference[oaicite:49]{index=49},10.1038/s41598-023-34342-1:contentReference[oaicite:50]{index=50},"Traditional drawing reviews rely on experts, but this study achieves automatic code compliance checking by combining BIM and knowledge graphs. Regulatory text is converted into a computer-readable structured language using NLP to form a human–machine-readable knowledge graph. BIM model information is extracted and mapped to compliance rules. An example validates that this method effectively addresses the ""manual dependency"" and ""inefficiency"" issues in the review process:contentReference[oaicite:51]{index=51}:contentReference[oaicite:52]{index=52}.",Scientific Reports:contentReference[oaicite:53]{index=53},,
,,,,,,,,Knowledge-Informed Semantic Alignment and Rule Interpretation for Automated Compliance Checking:contentReference[oaicite:54]{index=54},Z. Zheng; Y. C. Zhou; X. Z. Lu; J. R. Lin:contentReference[oaicite:55]{index=55},2022:contentReference[oaicite:56]{index=56},10.1016/j.autcon.2022.104524:contentReference[oaicite:57]{index=57},"Automated rule checking (ARC) in construction requires intelligent rule interpretation from regulatory text and alignment of concepts across models and regulations. This paper presents a knowledge-informed framework using NLP to bridge semantic gaps between design BIM models and textual regulations. An ontology captures domain knowledge (concepts, synonyms, constraints). Semantic alignment and conflict resolution techniques, aided by domain knowledge and unsupervised learning, enhance rule interpretation. The method generates SPARQL queries for model checking, enabling interpretation of complex rules with implicit data. Experiments show ~90% accuracy, significantly outperforming keyword matching, and the automated rule interpretation is ~5× faster than manual expert interpretation:contentReference[oaicite:58]{index=58}:contentReference[oaicite:59]{index=59}.",Automation in Construction:contentReference[oaicite:60]{index=60},,
,,,,,,,,Automated Compliance Checking System for Structural Design Codes in a BIM Environment:contentReference[oaicite:61]{index=61},Wonhui Goh; Jaeguk Jang; Sang I. Park; Bong-Hyuck Choi; Heuiseok Lim; Goangseup Zi:contentReference[oaicite:63]{index=63},2024:contentReference[oaicite:64]{index=64},10.1007/s12205-024-1121-5:contentReference[oaicite:65]{index=65},"This study proposes a framework to develop an ACC system for verifying structural calculations in openBIM format. The framework includes: (1) classifying design codes by structural component and limit state, (2) preparing a structural model in IFC, (3) interpreting design code conditions into a machine-readable rule language, and (4) designing an ACC system focusing on rule flow in structural codes. A detailed example uses ifcOWL, SWRL, and a Drools engine to check a prestressed concrete bridge design. The ACC system successfully verified the design example. The framework can be adapted for various codes and user requirements in structural engineering:contentReference[oaicite:66]{index=66}:contentReference[oaicite:67]{index=67}.",KSCE Journal of Civil Engineering:contentReference[oaicite:68]{index=68}:contentReference[oaicite:69]{index=69},,
,,,,,,,,NLP-based Automated Compliance Checking of Data Processing Agreements against GDPR:contentReference[oaicite:70]{index=70},Orlando Amaral Cejas; Muhammad I. Azeem; Sallam Abualhaija; Lionel Briand:contentReference[oaicite:71]{index=71}:contentReference[oaicite:72]{index=72},2023:contentReference[oaicite:73]{index=73},10.1109/TSE.2023.3288901:contentReference[oaicite:74]{index=74},"When a data processor differs from the data controller, GDPR mandates a Data Processing Agreement (DPA). Ensuring a DPA complies with GDPR is challenging due to the effort in mapping GDPR requirements to the DPA. This paper presents an automated solution using NLP to check a given DPA against GDPR “shall” requirements. It extracts requirements from GDPR and creates a glossary of legal concepts, then automatically generates representations of the DPA text and compares them to the GDPR requirements. The approach detects non-compliance and suggests missing information in the DPA. In experiments on 30 real DPAs, it achieved ~89% precision, ~82% recall, and ~84% accuracy, improving accuracy by ~20 percentage points over a baseline and reaching ~94% with minimal manual verification:contentReference[oaicite:75]{index=75}:contentReference[oaicite:76]{index=76}.",IEEE Transactions on Software Engineering:contentReference[oaicite:77]{index=77},,
,,,,,,,,Semantic web-based automated compliance checking with integration of Finite Element analysis:contentReference[oaicite:78]{index=78},Panagiotis Patlakas; Ioannis P. Christovasilis; Lorenzo Riparbelli; Franco K. T. Cheung; Edlira Vakaj,2024:contentReference[oaicite:81]{index=81},10.1016/j.aei.2024.102448:contentReference[oaicite:82]{index=82},"Automatic Compliance Checking (ACC) is a promising approach for ensuring building and planning regulations compliance, especially with BIM/IFC. However, computational analysis methods like Finite Element Analysis (FEA) have seen little integration in ACC. This work presents a holistic approach that embeds FEA results into IFC and uses a Semantic Web-based system for ACC. A top-level Building Compliance Ontology (BCO) is developed to represent regulatory statements (not just building components). The approach is evaluated on a modular steel structure’s code compliance: an open-source FEA solver provides results which are integrated via middleware, BCO is extended for structural engineering, and compliance is automatically checked with SHACL scripts in a Semantic Web environment:contentReference[oaicite:83]{index=83}:contentReference[oaicite:84]{index=84}.",Advanced Engineering Informatics:contentReference[oaicite:85]{index=85},,
,,,,,,,,Knowledge-informed semantic alignment and rule interpretation for automated compliance checking,Zhe Zheng; Yu-Cheng Zhou; Xin-Zheng Lu; Jia-Rui Lin,2022,,"As an essential procedure to improve design quality in the construction industry, automated rule checking (ARC) requires intelligent rule interpretation from regulatory texts and precise alignment of concepts from different sources. However, there still exists semantic gaps between design models and regulatory texts, hindering the exploitation of ARC. Thus, a knowledge-informed framework for improved ARC is proposed based on natural language processing. Within the framework, an ontology is first established to represent domain knowledge, including concepts, synonyms, relationships, constraints, etc. Then, semantic alignment and conflict resolution are introduced to enhance the rule interpretation process based on predefined domain knowledge and unsupervised learning techniques:contentReference[oaicite:0]{index=0}:contentReference[oaicite:1]{index=1}.",Automation in Construction,10.1016/j.autcon.2022.104524,
,,,,,,,,Compliance Checking on Topological Spatial Relationships of Building Elements Based on Building Information Models and Ontology,Xuefeng Zhao; Lingli Huang; Zhe Sun; Xiongtao Fan; Meng Zhang,2023,,"Compliance checking on the topological spatial relationships of building elements is vital for ensuring the safety and the quality of buildings. However, the complex topological spatial relationships of buildings are not usually expressed in the design scheme directly. Manual checking is still needed to analyze the design scheme and extract the spatial relationships. Such manual checking is always time consuming and prone to error. Therefore, this study has proposed a compliance checking method based on a building information model (BIM) and building ontologies for the automatic checking of topological spatial relationships. Firstly, the topological spatial relationships are well captured and represented according to the location relation of building elements... The authors have validated the proposed method through a case study. The results show that the proposed method could help to achieve automatic compliance checking on topological spatial relationships of building elements:contentReference[oaicite:6]{index=6}:contentReference[oaicite:7]{index=7}.",Sustainability,10.3390/su151410901,
,,,,,,,,Optimizing automated compliance checking with ontology-enhanced natural language processing: Case in the fire safety domain,Yian Chen; Huixian Jiang,2024,,"The fire safety compliance checking (FSCC) plays a crucial role in ensuring the quality of fire engineering design and eliminating inherent fire hazards. It requires an objective and rational interpretation of fire regulations. However, the texts of fire regulations are filled with numerous rules related to spatial limitations, which pose a significant challenge in interpreting them. The current method of interpreting these rules mostly relies on manual translation, which is not efficient. To address this issue, this study proposes an innovative automated framework for interpreting rules by combining ontology technology with natural language processing (NLP)... The tree structure is then mapped to logical clauses based on semantic consistency, thereby improving the efficiency of interpretation. Experimental results demonstrate that the architecture achieves an F1 score of 86.27 for entity extraction and 81.81 for spatial relationship extraction tasks, with an accuracy of 96.26% in the formalization of logical rules:contentReference[oaicite:10]{index=10}:contentReference[oaicite:11]{index=11}.",Journal of Environmental Management,10.1016/j.jenvman.2024.123320,
,,,,,,,,A SHACL-Based Approach for Enhancing Automated Compliance Checking with RDF Data,Joseph Anim; Livio Robaldo; Adam Z. Wyner,2024,,"Automated Compliance Checking (ACC) has emerged as a critical tool for enforcing legal regulations across various domains. This paper contributes to ongoing research in Semantic Web technologies, particularly focusing on the execution of SHACL-SPARQL rules on RDF data. The RDF, being one of the most widely used knowledge representation formats, serves as the foundation of our approach, ensuring compatibility with existing standards and enhancing interoperability. Our research enhances the aggregate and temporal aspects of ACC by addressing the limitations of traditional ACC methodologies, which often fall short in managing the nuanced temporal and aggregate requirements essential for legal reasoning. Through a case study analysis of selected regulations with aggregate and temporal facets... the findings underscore the potential of Semantic Web technologies to transform ACC practices by moving towards standardized, interoperable solutions:contentReference[oaicite:18]{index=18}:contentReference[oaicite:19]{index=19}.",Information,10.3390/info15120759,
,,,,,,,,Semantic and ontology-based analysis of regulatory documents for construction industry digitalization,Zarina Kabzhan; Alexandr Shakhnovich; Sergey Gorshkov; Yussuf Yemenov; Fedor Gorshkov; Nazym Shogelova,2025,,"In the context of the digitalization of the construction industry, the demand for automation in the analysis of regulatory documents is increasing. The significant volume, structural complexity, and frequent amendments of regulatory acts lead to semantic inconsistencies, duplication of provisions, and contradictions in requirements. The aim of this study is to develop a method for the automated analysis of regulatory documents in the construction sector based on the integration of ontological modeling and natural language processing (NLP) techniques. The study proposes a methodology for constructing semantic “profiles” of regulatory statements, which include structured components: subject, predicate, object, modality, and additional conditions. A software prototype has been developed, implementing an algorithm for semantic matching of regulatory requirements using an ontological model that incorporates SKOS-based terminology, deontic logic, and domain-specific concepts of the construction sector. Experiments were conducted on a corpus of 14 regulatory documents... demonstrating high computational efficiency and acceptable quality metrics (F1-score up to 0.86). The results confirm the applicability of the proposed method for integration into automated regulatory compliance control systems:contentReference[oaicite:20]{index=20}:contentReference[oaicite:21]{index=21}.",Frontiers in Built Environment,10.3389/fbuil.2025.1575913,
,,,,,,,,OntoBPR: An ontology-based framework for performing building permit reviews using standardized information containers,Philipp Hagedorn; Judith Fauth; Sven Zentgraf; Ioannis Brilakis; Sebastian Seiss; Markus König,2025,,"Building permitting is essential for ensuring the safety, sustainability, and societal alignment of construction projects. Despite interest from both practitioners and researchers, the process remains largely manual and fragmented. Ontologies offer a promising solution by managing complexity and enabling automation through semantic information, though current ontologies in the building permit domain are limited to specific aspects like building code checking. On the process level, the OntoBPR framework integrates multiple domain-specific ontologies for a seamless digital permitting process and provides a workflow to automate the lifecycle of the permit review. Therefore, it suggests integrating the submitted building application using standardized information containers. The paper explores how digital applications can be submitted, reviewed, verified for completeness, and forwarded to authorities, and how permit review results can be gathered to support decision-making and automate notification issuance... OntoBPR formalizes a multi-layered ontology that advances and aligns the partitioned building permit process and provides an adaptable framework to harmonize diverse legal, informatics, and procedural aspects:contentReference[oaicite:22]{index=22}:contentReference[oaicite:23]{index=23}.",Advanced Engineering Informatics,10.1016/j.aei.2025.103369,
,,,,,,,,Semi-automatic representation of design code based on knowledge graph for automated compliance checking,Mingsong Yang; Qin Zhao; Lei Zhu; Haining Meng; Kehai Chen; Zongjian Li; Xinhong Hei,2023,https://doi.org/10.1016/j.compind.2023.103945,"Automated compliance checking (ACC) verifies design compliance with building codes. The ability to interpret design codes and formalize them is crucial. This study proposes a knowledge graph-based representation model for design codes, introducing four schemas (order, complex, event, integration) to capture rule structures. It also presents a semi-automatic methodology to extract and formalize code provisions into this knowledge graph model. A case study indicates that the approach enhances the efficiency and accuracy of compliance checking, effectively bridging the gap between textual code requirements and machine-readable rules.",Computers in Industry,,
,,,,,,,,Automated compliance checking for BIM models based on Chinese-NLP and knowledge graph: an integrative conceptual framework,Sihao Li; Jiali Wang; Zhao Xu,2024,https://doi.org/10.1108/ECAM-10-2023-1037,"The compliance checking of BIM models is crucial throughout the construction lifecycle. Increasing model complexity makes manual checks error-prone, so this study proposes an integrative conceptual framework for automated compliance checking of BIM models, enabling identification of model errors. The framework combines ontology, NLP, and knowledge graphs, supported by a custom BIM checking platform. Two case studies validate its functionality and usability, demonstrating higher automation and portability than traditional methods.","Engineering, Construction and Architectural Management",,
,,,,,,,,Intelligent Checking Method for Construction Schemes via Fusion of Knowledge Graph and Large Language Models,Hao Li; Rongzheng Yang; Shuangshuang Xu; Yao Xiao; Hongyu Zhao,2024,https://doi.org/10.3390/buildings14082502,"This study proposes an intelligent compliance checking method that combines knowledge graphs and large language models (LLMs) to automate construction scheme reviews. A multi-layer knowledge graph of construction standards supports the LLM for reasoning and decision-making. The integrated approach enhances accuracy, demonstrating the potential of LLM-knowledge graph fusion for text-based compliance verification in construction.",Buildings (MDPI),,
,,,,,,,,A GPT-based method of Automated Compliance Checking through prompt engineering,Xiaoyu Liu; Haijiang Li; Xiaofeng Zhu,2023,,"This research introduces an early application of Generative Pre-trained Transformer (GPT) models for Automated Compliance Checking (ACC) in the AEC industry, requiring no additional domain knowledge or term explanation. The method involves directly inputting building design specifications and corresponding codes into the model, guided by a task-specific prompt, after which GPT generates compliance results. Initial tests on an artificially generated dataset achieved up to 91% accuracy, demonstrating the model’s effectiveness. As one of the first attempts to leverage Large Language Models (LLMs) for AEC challenges, this work provides a practical workflow and dataset for future GPT-based ACC research:contentReference[oaicite:1]{index=1}.",30th European Group for Intelligent Computing in Engineering (EG-ICE 2023) Conference,,https://orca.cardiff.ac.uk/id/eprint/159694
